Scientific Name,Common Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Kingdom,Class,Date extracted,Family,Genus,Species
Angophora robur,Sandstone Rough-barked Apple,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Angophora,robur
Anigozanthos bicolor subsp. minor,"Little Kangaroo Paw, Two-coloured Kangaroo Paw, Small Two-colour Kangaroo Paw",Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Haemodoraceae,Anigozanthos,bicolor
Anigozanthos viridis subsp. terraspectans,Dwarf Green Kangaroo Paw,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Haemodoraceae,Anigozanthos,viridis
Anilios insperatus,Fassifern Blind Snake,Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Typhlopidae,Anilios,insperatus
Anomalopus mackayi,"Five-clawed Worm-skink, Long-legged Worm-skink",Vulnerable,-,Yes,-,Yes,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Scincidae,Anomalopus,mackayi
Anous tenuirostris melanops,Australian Lesser Noddy,Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Aves,2026-Feb-06,Laridae,Anous,tenuirostris
Antechinus argentus,Silver-headed Antechinus,Endangered,-,-,-,Yes,-,-,-,-,Animalia,Mammalia,2026-Feb-06,Dasyuridae,Antechinus,argentus
Antechinus arktos,Black-tailed Antechinus,Endangered,-,Yes,-,Yes,-,-,-,-,Animalia,Mammalia,2026-Feb-06,Dasyuridae,Antechinus,arktos
Antechinus bellus,Fawn Antechinus,Vulnerable,-,-,Yes,-,-,-,-,-,Animalia,Mammalia,2026-Feb-06,Dasyuridae,Antechinus,bellus
Antechinus minimus maritimus,Swamp Antechinus (mainland),Vulnerable,-,-,-,-,Yes,-,Yes,-,Animalia,Mammalia,2026-Feb-06,Dasyuridae,Antechinus,minimus
Anthocercis gracilis,Slender Tailflower,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Solanaceae,Anthocercis,gracilis
Anthochaera chrysoptera halmaturina,Kangaroo Island Little Wattlebird,Vulnerable,-,-,-,-,Yes,-,-,-,Animalia,Aves,2026-Feb-06,Meliphagidae,Anthochaera,chrysoptera
Anthochaera phrygia,Regent Honeyeater,Critically Endangered,Yes,Yes,-,Yes,Yes,-,Yes,-,Animalia,Aves,2026-Feb-06,Meliphagidae,Anthochaera,phrygia
Anthosachne kingiana subsp. kingiana,Phillip Island Wheat Grass,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Poaceae,Anthosachne,kingiana
Antipodia chaostola leucophaea,"Tasmanian Chaostola Skipper, Heath-sand Skipper",Endangered,-,-,-,-,-,Yes,-,-,Animalia,Insecta,2026-Feb-06,Hesperiidae,Antipodia,chaostola
Antrophyum austroqueenslandicum,"Border Ranges Lined Fern, Lamington Ox Tongue Fern",Critically Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Polypodiatae,2026-Feb-06,Pteridaceae,Antrophyum,austroqueenslandicum
Apatophyllum olsenii,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Celastraceae,Apatophyllum,olsenii
Aphelocephala leucopsis,Southern Whiteface,Vulnerable,Yes,Yes,Yes,Yes,Yes,-,Yes,Yes,Animalia,Aves,2026-Feb-06,Pardalotidae,Aphelocephala,leucopsis
Apium prostratum subsp. Porongurup Range (G.J.Keighery 8631),"Fine-leaved Apium, Porongurup Celery",Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Apiaceae,Apium,prostratum
Aplonis fusca,Tasman Starling,Extinct,-,Yes,-,-,-,-,-,-,Animalia,Aves,2026-Feb-06,Sturnidae,Aplonis,fusca
Aponogeton bullosus,-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Aponogetonaceae,Aponogeton,bullosus
Aponogeton prolifer,an aquatic herb,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Aponogetonaceae,Aponogeton,prolifer
Aprasia aurita,"Eared Worm-lizard, Mallee Worm-lizard",Endangered,-,-,-,-,Yes,-,Yes,-,Animalia,Reptilia,2026-Feb-06,Pygopodidae,Aprasia,aurita
Aprasia parapulchella,"Pink-tailed Worm-lizard, Pink-tailed Legless Lizard",Vulnerable,Yes,Yes,-,-,-,-,Yes,-,Animalia,Reptilia,2026-Feb-06,Pygopodidae,Aprasia,parapulchella
Aprasia pseudopulchella,Flinders Ranges Worm-lizard,Vulnerable,-,-,-,-,Yes,-,-,-,Animalia,Reptilia,2026-Feb-06,Pygopodidae,Aprasia,pseudopulchella
Aquila audax fleayi,"Tasmanian Wedge-tailed Eagle, Wedge-tailed Eagle (Tasmanian)",Endangered,-,-,-,-,-,Yes,-,-,Animalia,Aves,2026-Feb-06,Accipitridae,Aquila,audax
Archidendron lovelliae,"Bacon Wood, Tulip Siris",Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Archidendron,lovelliae
Archontophoenix myolensis,"Myola Palm, Myola Archontophoenix",Endangered,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Arecaceae,Archontophoenix,myolensis
Arctocephalus tropicalis,Subantarctic Fur-seal,Endangered,-,-,-,-,-,Yes,-,-,Animalia,Mammalia,2026-Feb-06,Otariidae,Arctocephalus,tropicalis
Ardenna grisea,Sooty Shearwater,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Aves,2026-Feb-06,Procellariidae,Ardenna,grisea
Arenaria interpres,Ruddy Turnstone,Vulnerable,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Animalia,Aves,2026-Feb-06,Scolopacidae,Arenaria,interpres
Argynnis hyperbius inconstans,Australian Fritillary,Critically Endangered,-,Yes,-,Yes,-,-,-,-,Animalia,Insecta,2026-Feb-06,Nymphalidae,Argynnis,hyperbius
Argyrotegium nitidulum,Shining Cudweed,Vulnerable,-,Yes,-,-,-,Yes,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Asteraceae,Argyrotegium,nitidulum
Aristida annua,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Poaceae,Aristida,annua
Aristida granitica,-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Poaceae,Aristida,granitica
Aristida thompsonii,Thompson's wiregrass,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Poaceae,Aristida,thompsonii
Arthraxon hispidus,Hairy-joint Grass,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Poaceae,Arthraxon,hispidus
Asperula asthenes,Trailing Woodruff,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rubiaceae,Asperula,asthenes
Asperula tetraphylla,Kangaroo Island Woodruff,Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rubiaceae,Asperula,tetraphylla
Asplenium hookerianum,Maidenhair Spleenwort,Vulnerable,-,-,-,-,-,Yes,Yes,-,Plantae,Polypodiatae,2026-Feb-06,Aspleniaceae,Asplenium,hookerianum
Asplenium listeri,Christmas Island Spleenwort,Critically Endangered,-,-,-,-,-,-,-,-,Plantae,Polypodiatae,2026-Feb-06,Aspleniaceae,Asplenium,listeri
Asplenium pellucidum,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Polypodiatae,2026-Feb-06,Aspleniaceae,Asplenium,pellucidum
Asplenium wildii,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Polypodiatae,2026-Feb-06,Aspleniaceae,Asplenium,wildii
Assa darlingtoni,Pouched Frog,Vulnerable,-,Yes,-,Yes,-,-,-,-,Animalia,Amphibia,2026-Feb-06,Myobatrachidae,Assa,darlingtoni
Assa wollumbin,"Mount Wollumbin Hip-pocket Frog, Wollumbin Pouched Frog",Critically Endangered,-,Yes,-,-,-,-,-,-,Animalia,Amphibia,2026-Feb-06,Myobatrachidae,Assa,wollumbin
Astacopsis gouldi,"Giant Freshwater Crayfish, Tasmanian Giant Freshwater Lobster",Vulnerable,-,-,-,-,-,Yes,-,-,Animalia,Malacostraca,2026-Feb-06,Parastacidae,Astacopsis,gouldi
Astelia australiana,Tall Astelia,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Liliaceae,Astelia,australiana
Asterolasia asteriscophora subsp. albiflora,White Star-bush,Critically Endangered,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Asterolasia,asteriscophora
Asterolasia beckersii,Dungowan Starbush,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Asterolasia,beckersii
Asterolasia buxifolia,-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Asterolasia,buxifolia
Asterolasia elegans,-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Asterolasia,elegans
Asterolasia nivea,Bindoon Starbush,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Asterolasia,nivea
Asterolasia phebalioides,Downy Star-bush,Vulnerable,-,-,-,-,Yes,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Asterolasia,phebalioides
Astrotricha crassifolia,Thick-leaf Star-hair,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Araliaceae,Astrotricha,crassifolia
Astrotricha roddii,-,Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Araliaceae,Astrotricha,roddii
Astrotricha sp. Howe Range (D.E.Albrecht 1054),Long-leaf Star-hair,Critically Endangered,-,Yes,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Araliaceae,Astrotricha,sp. Howe Range (D.E.Albrecht 1054)
Astrotricha sp. Wingan Inlet (J.A.Jeanes 2268),Wingan Star-hair,Endangered,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Araliaceae,Astrotricha,sp. Wingan Inlet (J.A.Jeanes 2268)
Atalaya brevialata,-,Critically Endangered,-,-,Yes,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Sapindaceae,Atalaya,brevialata
Atalaya collina,Yarwun Whitewood,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Sapindaceae,Atalaya,collina
Atrichornis clamosus,"Noisy Scrub-bird, Tjimiluk",Endangered,-,-,-,-,-,-,-,Yes,Animalia,Aves,2026-Feb-06,Atrichornithidae,Atrichornis,clamosus
Atrichornis rufescens,Rufous Scrub-bird,Endangered,-,Yes,-,Yes,-,-,-,-,Animalia,Aves,2026-Feb-06,Atrichornithidae,Atrichornis,rufescens
Atriplex infrequens,-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Chenopodiaceae,Atriplex,infrequens
Atriplex yeelirrie,-,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Chenopodiaceae,Atriplex,yeelirrie
Austroablepharus barrylyoni,"Lyon's Grassland Striped Skink, Lyon's Snake-eyed Skink",Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Scincidae,Austroablepharus,barrylyoni
Austrocordulia leonardi,Sydney Hawk Dragonfly,Endangered,-,Yes,-,-,-,-,-,-,Animalia,Insecta,2026-Feb-06,Austrocorduliidae,Austrocordulia,leonardi
Austrostipa bronwenae,-,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Poaceae,Austrostipa,bronwenae
Austrostipa jacobsiana,-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Poaceae,Austrostipa,jacobsiana
Austrostipa metatoris,-,Vulnerable,-,Yes,-,-,Yes,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Poaceae,Austrostipa,metatoris
Austrostipa wakoolica,-,Endangered,-,Yes,-,-,-,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Poaceae,Austrostipa,wakoolica
Azorella macquariensis,"Macquarie Azorella, Macquarie Cushions",Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida,2026-Feb-06,Apiaceae,Azorella,macquariensis
Backhousia tetraptera,-,Critically Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Backhousia,tetraptera
Baeckea kandos,a shrub,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Baeckea,kandos
Balaenoptera borealis,Sei Whale,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Mammalia,2026-Feb-06,Balaenopteridae,Balaenoptera,borealis
Balaenoptera musculus,Blue Whale,Endangered,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Animalia,Mammalia,2026-Feb-06,Balaenopteridae,Balaenoptera,musculus
Balaenoptera physalus,Fin Whale,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Mammalia,2026-Feb-06,Balaenopteridae,Balaenoptera,physalus
Ballantinia antipoda,Southern Shepherd's Purse,Endangered,-,-,-,-,-,Yes,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Brassicaceae,Ballantinia,antipoda
Baloghia marmorata,"Marbled Balogia, Jointed Baloghia",Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Euphorbiaceae,Baloghia,marmorata
Baloskion longipes,Dense Cord-rush,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Restionaceae,Baloskion,longipes
Banksia anatona,Cactus Dryandra,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Banksia,anatona
Banksia aurantia,Orange Dryandra,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Banksia,aurantia
Banksia brownii,"Brown's Banksia, Feather-leaved Banksia",Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Banksia,brownii
Banksia catoglypta,-,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Banksia,catoglypta
Banksia cuneata,"Matchstick Banksia, Quairading Banksia",Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Banksia,cuneata
Banksia fuscobractea,Dark-bract Banksia,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Banksia,fuscobractea
Banksia goodii,Good's Banksia,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Banksia,goodii
Banksia ionthocarpa,Kamballup Dryandra,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Banksia,ionthocarpa
Banksia mimica,Summer Honeypot,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Banksia,mimica
Banksia montana,Stirling Range Dryandra,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Banksia,montana
Banksia nivea subsp. uliginosa,Swamp Honeypot,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Banksia,nivea
Banksia oligantha,Wagin Banksia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Banksia,oligantha
Banksia paludosa subsp. astrolux,a banksia,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Banksia,paludosa
Banksia penicillata,a banksia,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Banksia,penicillata
Banksia pseudoplumosa,False Plumed-Banksia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Banksia,pseudoplumosa
Banksia rufa subsp. pumila,-,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Banksia,rufa
Banksia serratuloides subsp. perissa,Northern Serrate Dryandra,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Banksia,serratuloides
Banksia serratuloides subsp. serratuloides,Southern Serrate Dryandra,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Banksia,serratuloides
Banksia sphaerocarpa var. dolichostyla,"Ironcaps Banksia, Ironcap Banksia",Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Banksia,sphaerocarpa
Banksia squarrosa subsp. argillacea,Whicher Range Dryandra,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Banksia,squarrosa
Banksia verticillata,"Granite Banksia, Albany Banksia, River Banksia",Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Banksia,verticillata
Banksia vincentia,-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Banksia,vincentia
Barbarea australis,"Native Wintercress, Riverbed Wintercress",Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida,2026-Feb-06,Brassicaceae,Barbarea,australis
Bellatorias obiri,Arnhem Land Egernia,Endangered,-,-,Yes,-,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Scincidae,Bellatorias,obiri
Bertmainius colonus,Eastern Stirling Range Pygmy Trapdoor Spider,Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Arachnida,2026-Feb-06,Migidae,Bertmainius,colonus
Bertmainius tingle,Tingle Pygmy Trapdoor Spider,Endangered,-,-,-,-,-,-,-,Yes,Animalia,Arachnida,2026-Feb-06,Migidae,Bertmainius,tingle
Bertya calycina,a shrub,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Euphorbiaceae,Bertya,calycina
Bertya ernestiana,Mt Ernest Bertya,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Euphorbiaceae,Bertya,ernestiana
Bertya granitica,a shrub,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Euphorbiaceae,Bertya,granitica
Bertya ingramii,a shrub,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Euphorbiaceae,Bertya,ingramii
Bertya mollissima,-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Euphorbiaceae,Bertya,mollissima
Bertya opponens,-,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Euphorbiaceae,Bertya,opponens
Bertya pinifolia,a shrub,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Euphorbiaceae,Bertya,pinifolia
Bertya sp. Clouds Creek (M.Fatemi 4),-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Euphorbiaceae,Bertya,sp. Clouds Creek (M.Fatemi 4)
Bertya tasmanica subsp. tasmanica,Tasmanian Bertya,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida,2026-Feb-06,Euphorbiaceae,Bertya,tasmanica
Bettongia anhydra,Desert Bettong,Extinct,-,-,Yes,-,-,-,-,Yes,Animalia,Mammalia,2026-Feb-06,Potoroidae,Bettongia,anhydra
Bettongia gaimardi gaimardi,"Eastern Bettong (mainland), Eastern Rat-kangaroo",Extinct,-,Yes,-,Yes,Yes,-,Yes,-,Animalia,Mammalia,2026-Feb-06,Potoroidae,Bettongia,gaimardi
Bettongia lesueur Barrow and Boodie Islands subspecies,"Boodie, Burrowing Bettong (Barrow and Boodie Islands)",Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Mammalia,2026-Feb-06,Potoroidae,Bettongia,lesueur
Bettongia lesueur graii,"Boodie (inland), Burrowing Bettong (inland)",Extinct,-,Yes,Yes,Yes,Yes,-,-,Yes,Animalia,Mammalia,2026-Feb-06,Potoroidae,Bettongia,lesueur
Bettongia lesueur lesueur,"Burrowing Bettong (Shark Bay), Boodie",Vulnerable,-,Yes,-,-,Yes,-,-,Yes,Animalia,Mammalia,2026-Feb-06,Potoroidae,Bettongia,lesueur
Bettongia penicillata ogilbyi,Woylie,Endangered,-,Yes,-,-,Yes,-,-,Yes,Animalia,Mammalia,2026-Feb-06,Potoroidae,Bettongia,penicillata
Bettongia penicillata penicillata,"Brush-tailed Bettong (central and south-east), Brush-tailed Bettong (south-east mainland)",Extinct,-,Yes,Yes,Yes,Yes,-,Yes,Yes,Animalia,Mammalia,2026-Feb-06,Potoroidae,Bettongia,penicillata
Bettongia pusilla,Nullarbor Dwarf Bettong,Extinct,-,-,-,-,Yes,-,-,Yes,Animalia,Mammalia,2026-Feb-06,Potoroidae,Bettongia,pusilla
Bettongia tropica,Northern Bettong,Endangered,-,Yes,-,Yes,-,-,-,-,Animalia,Mammalia,2026-Feb-06,Potoroidae,Bettongia,tropica
Beyeria lepidopetala,"Small-petalled Beyeria, Short-petalled Beyeria",Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Euphorbiaceae,Beyeria,lepidopetala
Beyeria subtecta,Kangaroo Island Turpentine Bush,Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Euphorbiaceae,Beyeria,subtecta
Bidyanus bidyanus,"Silver Perch, Bidyan",Endangered,Yes,Yes,-,Yes,Yes,-,Yes,-,Animalia,Actinopterygii,2026-Feb-06,Terapontidae,Bidyanus,bidyanus
Blechnum norfolkianum,Norfolk Island Water-fern,Endangered,-,-,-,-,-,-,-,-,Plantae,Polypodiatae,2026-Feb-06,Blechnaceae,Blechnum,norfolkianum
Boehmeria australis subsp. australis,"Tree Nettle, Nettletree",Critically Endangered,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Urticaceae,Boehmeria,australis
Boronia adamsiana,Barbalin Boronia,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Boronia,adamsiana
Boronia boliviensis,-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Boronia,boliviensis
Boronia capitata subsp. capitata,a shrub,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Boronia,capitata
Boronia clavata,Bremer Boronia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Boronia,clavata
Boronia deanei subsp. acutifolia,-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Boronia,deanei
Boronia deanei subsp. deanei,-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Boronia,deanei
Boronia exilis,Scott River Boronia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Boronia,exilis
Boronia galbraithiae,"Aniseed Boronia, Galbraith's Boronia",Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Boronia,galbraithiae
Boronia granitica,Granite Boronia,Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Boronia,granitica
Boronia grimshawii,Grimshaw's boronia,Critically Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Boronia,grimshawii
Boronia gunnii,"Gunn's Boronia, Cataract Gorge Boronia",Vulnerable,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Boronia,gunnii
Boronia hemichiton,Mt Arthur Boronia,Vulnerable,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Boronia,hemichiton
Boronia hippopala,Velvet Boronia,Vulnerable,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Boronia,hippopala
Boronia imlayensis,-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Boronia,imlayensis
Boronia inflexa subsp. torringtonensis,-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Boronia,inflexa
Boronia keysii,Key's Boronia,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Boronia,keysii
Boronia quadrilata,a shrub,Vulnerable,-,-,Yes,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Boronia,quadrilata
Boronia repanda,"Repand Boronia, Border Boronia",Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Boronia,repanda
Boronia revoluta,Ironcap Boronia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Boronia,revoluta
Boronia subulifolia,Awl-leaved Boronia,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Boronia,subulifolia
Boronia umbellata,Orara Boronia,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Boronia,umbellata
Boronia viridiflora,a shrub,Vulnerable,-,-,Yes,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Boronia,viridiflora
Borya mirabilis,Grampians Pincushion-lily,Endangered,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Boryaceae,Borya,mirabilis
Bosistoa transversa,"Three-leaved Bosistoa, Yellow Satinheart",Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Bosistoa,transversa
Bossiaea fragrans,-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Bossiaea,fragrans
Bossiaea oligosperma,-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Bossiaea,oligosperma
Bossiaea peninsularis,Sword Bossiaea,Endangered,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Bossiaea,peninsularis
